#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2025-11-13T06:01:55 [V7.5.3]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-11-13T06:01:55	  Query execution date
#INFO	request=https://vizier.u-strasbg.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=1000&-order=I&-out.src=J/ApJS/234/18/table3&-source=J/ApJS/234/18/table3&-out=Name&-out=sma&-out=ell&-out=muFUV&-out=cumuFUV&-out=muNUV&-out=cumuNUV&-out=FN&-out=sma36&-out=mu36corr&-out=tmagcorr&-out=asmag36&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5.3	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_22340018
#Name: J/ApJS/234/18
#Title: GALEX/S4G surface brightness profiles. I. (Bouquin+, 2018)
#INFO	ivoid=ivo://cds.vizier/j/apjs/234/18	    IVOID of underlying data collection
#INFO	creator=Bouquin A.Y.K.	    First author or institution
#INFO	cites=bibcode:2018ApJS..234...18B	    Article or Data origin sources
#INFO	editor=Astrophysical Journal Supplement (AAS)	    Editor name (article)
#INFO	original_date=2018	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/ApJS/234/18	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.22340018	    Dataset identifier that can be used for citation
#INFO	publication_date=2018-07-16	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Table	J_ApJS_234_18_table3:
#Name: J/ApJS/234/18/table3
#Title: Surface brightness data for the 1931 galaxies
#Column	Name	(a10)	Galaxy identifier using S^4^G nomenclature	[ucd=meta.id;meta.main]
#Column	sma	(I3)	[6/498] Semi-major axis steps in arcsec	[ucd=phys.angSize;src]
#Column	ell	(F6.3)	Ellipticity	[ucd=src.ellipticity]
#Column	muFUV	(F6.3)	[18.7/40]? GALEX FUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.100-200nm]
#Column	cumuFUV	(F6.3)	[10/24.2]? Cumulative AB magnitude in FUV band	[ucd=phot.mag;em.UV]
#Column	muNUV	(F6.3)	[18.6/40.3]? GALEX NUV band AB magnitude surface brightness	[ucd=phot.mag.sb;em.UV.200-300nm]
#Column	cumuNUV	(F6.3)	[9.5/23]? Cumulative AB magnitude in NUV band	[ucd=phot.mag;em.UV]
#Column	FN	(F6.3)	[-9.3/10.5]? FUV-NUV color from muFUV-muNUV	[ucd=phot.mag.sb]
#Column	sma36	(I3)	[7/664] Semi-major axis steps in IRAC pixels; 0.75"/pix (1)	[ucd=phys.size.radius]
#Column	mu36corr	(F6.3)	[14/39]? 3.6um aperture-corrected surface brightness (1)	[ucd=phot.mag.sb;em.IR.3-4um]
#Column	tmagcorr	(F6.3)	[6/22]? 3.6um aperture-corrected AB magnitude inside aperture (1)	[ucd=phot.mag;em.IR.3-4um]
#Column	asmag36	(F6.3)	[6.3/17.2] 3.6um asymptotic AB magnitude	[ucd=phot.mag;em.IR.3-4um]
Name;sma;ell;muFUV;cumuFUV;muNUV;cumuNUV;FN;sma36;mu36corr;tmagcorr;asmag36
ESO286-044; 78; 0.437;29.116;18.587;30.802;17.355;-1.685;104;29.343;13.302;13.298
ESO286-044; 84; 0.437;      ;18.508;31.557;17.332;      ;112;28.289;13.300;13.298
ESO286-044; 90; 0.437;30.107;18.479;32.115;17.350;-2.008;119;30.841;13.299;13.298
ESO286-044; 96; 0.437;30.099;18.425;30.837;17.345;-0.739;127;29.544;13.298;13.298
ESO287-009;  6; 0.750;22.900;19.143;22.828;19.209; 0.072;  8;19.782;16.008;13.771
ESO287-009; 12; 0.750;23.561;18.101;23.387;18.055; 0.174; 16;20.600;14.919;13.771
ESO287-009; 18; 0.750;24.324;17.591;23.993;17.460; 0.331; 24;21.368;14.447;13.771
ESO287-009; 24; 0.750;25.311;17.288;24.527;17.101; 0.784; 32;22.010;14.187;13.771
ESO287-009; 30; 0.750;25.980;17.115;25.191;16.869; 0.789; 40;22.503;14.034;13.771
ESO287-009; 36; 0.750;26.512;17.012;25.606;16.723; 0.907; 48;22.978;13.925;13.771
ESO287-009; 42; 0.750;27.054;16.931;26.047;16.623; 1.007; 56;23.605;13.859;13.771
ESO287-009; 48; 0.750;28.042;16.873;26.706;16.544; 1.336; 64;24.373;13.824;13.771
ESO287-009; 54; 0.750;27.904;16.841;26.890;16.497; 1.014; 72;25.078;13.804;13.771
ESO287-009; 60; 0.750;28.195;16.819;27.387;16.467; 0.808; 80;25.608;13.792;13.771
ESO287-009; 66; 0.750;28.671;16.805;27.854;16.448; 0.817; 87;26.351;13.785;13.771
ESO287-009; 72; 0.750;29.822;16.797;28.744;16.431; 1.078; 95;26.791;13.782;13.771
ESO287-009; 78; 0.750;28.435;16.783;28.386;16.426; 0.050;104;27.491;13.780;13.771
ESO287-009; 84; 0.750;29.351;16.781;30.018;16.415;-0.667;112;28.187;13.779;13.771
ESO287-009; 90; 0.750;28.929;16.777;29.108;16.415;-0.178;120;26.461;13.779;13.771
ESO287-009; 96; 0.750;29.929;16.773;28.847;16.414; 1.082;128;27.582;13.778;13.771
ESO287-009;102; 0.750;      ;16.774;29.215;16.411;      ;136;29.590;13.778;13.771
ESO287-009;108; 0.750;30.121;16.779;29.040;16.405; 1.082;144;30.082;13.777;13.771
ESO287-009;114; 0.750;      ;16.776;29.687;16.402;      ;152;28.241;13.776;13.771
ESO287-009;120; 0.750;31.490;16.770;29.239;16.400; 2.251;160;28.615;13.774;13.771
ESO287-009;126; 0.750;29.733;16.771;      ;16.399;      ;168;27.277;13.773;13.771
ESO287-037;  6; 0.105;24.358;19.128;23.949;18.748; 0.409;  7;21.562;16.243;13.596
ESO287-037; 12; 0.105;24.978;18.021;24.450;17.591; 0.528; 15;22.177;15.181;13.596
ESO287-037; 18; 0.105;25.304;17.458;24.833;16.997; 0.470; 23;22.697;14.658;13.596
ESO287-037; 24; 0.105;25.220;16.997;24.831;16.561; 0.389; 31;23.141;14.335;13.596
ESO287-037; 30; 0.105;24.888;16.503;24.602;16.099; 0.287; 39;23.347;14.118;13.596
ESO287-037; 36; 0.105;25.141;16.116;24.879;15.747; 0.262; 47;23.745;13.949;13.596
ESO287-037; 42; 0.105;25.614;15.841;25.381;15.502; 0.233; 56;24.187;13.815;13.596
ESO287-037; 48; 0.105;26.183;15.701;25.918;15.370; 0.266; 64;24.494;13.723;13.596
ESO287-037; 54; 0.105;26.741;15.600;26.516;15.282; 0.225; 71;25.240;13.672;13.596
ESO287-037; 60; 0.105;27.856;15.561;27.538;15.242; 0.318; 79;26.211;13.641;13.596
ESO287-037; 66; 0.105;28.810;15.546;28.412;15.224; 0.399; 87;26.793;13.626;13.596
ESO287-037; 72; 0.105;29.290;15.536;28.728;15.213; 0.562; 95;27.063;13.616;13.596
ESO287-037; 78; 0.105;29.707;15.528;29.349;15.205; 0.357;104;27.393;13.607;13.596
ESO287-037; 84; 0.105;29.908;15.522;29.975;15.200;-0.067;112;28.592;13.602;13.596
ESO287-037; 90; 0.105;30.599;15.518;29.894;15.197; 0.705;119;27.522;13.598;13.596
ESO287-037; 96; 0.105;29.934;15.515;30.522;15.193;-0.588;127;30.344;13.594;13.596
ESO287-037;102; 0.105;30.157;15.509;29.776;15.188; 0.381;136;      ;13.596;13.596
ESO287-043;  6; 0.714;23.544;20.200;23.470;19.739; 0.074;  8;20.727;16.836;14.177
ESO287-043; 12; 0.714;23.875;18.404;23.629;18.232; 0.246; 16;21.326;15.868;14.177
ESO287-043; 18; 0.714;24.380;17.731;23.899;17.433; 0.481; 24;21.927;15.257;14.177
ESO287-043; 24; 0.714;25.063;17.196;24.507;16.942; 0.555; 32;22.422;14.871;14.177
ESO287-043; 30; 0.714;25.610;16.911;25.225;16.647; 0.386; 40;22.890;14.652;14.177
ESO287-043; 36; 0.714;26.047;16.753;25.625;16.453; 0.421; 48;23.334;14.502;14.177
ESO287-043; 42; 0.714;26.509;16.618;26.021;16.339; 0.487; 56;23.745;14.396;14.177
ESO287-043; 48; 0.714;27.017;16.566;26.690;16.270; 0.327; 64;24.181;14.316;14.177

